,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1039,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Pi Co.,43.648651,-79.385874,Pizza Place
1040,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
1041,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Maman,43.64830873804684,-79.38225333898805,Café
1042,Richmond / Adelaide / King,43.65057120000001,-79.3845675,King Taps,43.648475974183,-79.38205778358744,Gastropub
1043,Richmond / Adelaide / King,43.65057120000001,-79.3845675,The Burger's Priest,43.64864328298093,-79.38753876719665,Fast Food Restaurant
1044,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Fune Japanese Restaurant,43.64851365544565,-79.38645657820041,Japanese Restaurant
1045,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
1046,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
1047,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Eggspectation Bell Trinity Square,43.65314383888587,-79.38198016678167,Breakfast Spot
1048,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
1049,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Daily Press Juicery,43.65038785952372,-79.38879174332155,Juice Bar
1050,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
1051,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Michael's on Simcoe,43.64826881661747,-79.38632821234134,Steakhouse
1052,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
1053,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
1054,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Earls Kitchen & Bar,43.647945662980305,-79.3837058277153,Bar
1055,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Civello Salon & Spa,43.6500197743058,-79.38940017059696,Salon / Barbershop
1056,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
1057,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Nota Bene,43.6505120350372,-79.38813081159722,American Restaurant
1058,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
1059,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Canoe,43.647452066183476,-79.38132001815676,Restaurant
1060,Richmond / Adelaide / King,43.65057120000001,-79.3845675,HotBlack Coffee,43.65036434800487,-79.38866907575726,Coffee Shop
1061,Richmond / Adelaide / King,43.65057120000001,-79.3845675,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
1062,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
1063,Richmond / Adelaide / King,43.65057120000001,-79.3845675,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
1064,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Royal Alexandra Theatre,43.647255,-79.38753,Theater
1065,Richmond / Adelaide / King,43.65057120000001,-79.3845675,deKEFIR,43.65043319523819,-79.37939324949957,Ice Cream Shop
1066,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Thai Island,43.64914597811404,-79.38379835292523,Thai Restaurant
1067,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
1068,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Dineen Coffee,43.650497,-79.378765,Café
1069,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Starbucks,43.646731,-79.383951,Coffee Shop
1070,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Indigo,43.65351471121164,-79.38069591056922,Bookstore
1071,Richmond / Adelaide / King,43.65057120000001,-79.3845675,LUSH,43.653557,-79.3804,Cosmetics Shop
1072,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Starbucks,43.64902831957521,-79.38159290007317,Coffee Shop
1073,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
1074,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Yuzu No Hana,43.6483011115534,-79.3883359381972,Sushi Restaurant
1075,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
1076,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Bymark,43.647217284018005,-79.38125188166379,Restaurant
1077,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Leña,43.651722,-79.379205,Latin American Restaurant
1078,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Five Guys,43.6487987190222,-79.3816807899204,Burger Joint
1079,Richmond / Adelaide / King,43.65057120000001,-79.3845675,SEPHORA,43.653688,-79.38012,Cosmetics Shop
1080,Richmond / Adelaide / King,43.65057120000001,-79.3845675,HomeSense,43.6530533,-79.3794496,Furniture / Home Store
1081,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Topshop,43.65225092432807,-79.3802210071282,Women's Store
1082,Richmond / Adelaide / King,43.65057120000001,-79.3845675,First Canadian Place,43.64848212292913,-79.38244342803955,Building
1083,Richmond / Adelaide / King,43.65057120000001,-79.3845675,The Fifth & Terrace,43.649249809335,-79.38931975675418,Modern European Restaurant
1084,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Papyrus,43.64819540954937,-79.3813921854217,Gift Shop
1085,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
1086,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Roots,43.65361341708363,-79.38024401664734,Clothing Store
1087,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
1088,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Sunset Grill,43.65166162378037,-79.3790751303271,Breakfast Spot
1089,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Astarté Fresh Yogurt Bar,43.647595917807365,-79.38641938975012,Café
1090,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Freshii,43.649273084327184,-79.38374831204301,Salad Place
1091,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Momentos,43.64754799198248,-79.38891405541862,Nightclub
1092,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Bardi's Steak House,43.64622,-79.383074,Restaurant
1093,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Forno Cultura,43.648532894220665,-79.38253494049307,Bakery
1094,Richmond / Adelaide / King,43.65057120000001,-79.3845675,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
1095,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Cardio-Go,43.64701650155176,-79.38814275495332,Gym
1096,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Loft404 Inspired Gatherings,43.64785142504536,-79.38948982526453,Event Space
1097,Richmond / Adelaide / King,43.65057120000001,-79.3845675,DoubleTree by Hilton,43.6546083,-79.3859415,Hotel
1098,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Prairie Girl Bakery,43.64833236397115,-79.38230492443054,Cupcake Shop
1099,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Toronto Athletic Club,43.647359553534905,-79.3811766566002,Gym
1100,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Tim Hortons,43.6468622,-79.3825442,Coffee Shop
1101,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Ted Baker,43.65284284567131,-79.38032491863406,Clothing Store
1102,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Starbucks,43.646890531355616,-79.38187054975934,Coffee Shop
1103,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Soup Nutsy,43.647857591711336,-79.38053285911379,Soup Place
1104,Richmond / Adelaide / King,43.65057120000001,-79.3845675,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
1105,Richmond / Adelaide / King,43.65057120000001,-79.3845675,DAVIDsTEA,43.64870748441956,-79.38155695796013,Tea Room
1106,Richmond / Adelaide / King,43.65057120000001,-79.3845675,David Pecaut Square,43.646743128025875,-79.38770055770874,Park
1107,Richmond / Adelaide / King,43.65057120000001,-79.3845675,Druxy's,43.648015481211395,-79.37990651776452,Deli / Bodega
1108,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
1109,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
1110,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,iQ Food Co,43.642851,-79.382081,Salad Place
1111,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,BeaverTails,43.639736,-79.380068,Dessert Shop
1112,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
1113,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
1114,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
1115,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
1116,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
1117,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Natrel Pond/Rink,43.6384313677662,-79.38252754335107,Skating Rink
1118,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
1119,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
1120,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
1121,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,e11even,43.64242558687748,-79.38144094115985,New American Restaurant
1122,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Sharetea,43.640175967763966,-79.37960567018246,Bubble Tea Shop
1123,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Ontario Square,43.63937829745867,-79.38209598496967,Plaza
1124,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Taverna Mercatto,43.64262514139939,-79.38325673989138,Italian Restaurant
1125,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Aroma Espresso Bar,43.6423209103846,-79.38374932648954,Café
1126,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Boxcar Social,43.63831906511549,-79.38246311921247,Café
1127,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Miku,43.64137436,-79.37753063,Japanese Restaurant
1128,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,RS - Real Sports,43.64255846521551,-79.37996506690979,Sports Bar
1129,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Lick It Gelato,43.63925633222479,-79.38464951914256,Ice Cream Shop
1130,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,The Power Plant,43.63827200397285,-79.38199390946676,Art Gallery
1131,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,TELUS,43.64331243103257,-79.38099939294844,IT Services
1132,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Pearl Harbourfront,43.63815654013541,-79.38068763743328,Chinese Restaurant
1133,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Fleck Dance Theater,43.638300366812686,-79.3804699399247,Dance Studio
1134,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
1135,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
1136,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
1137,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
1138,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,SOCO Kitchen+Bar,43.64303873929366,-79.38380850724118,Bistro
1139,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Ripley's Aquarium of Canada,43.642104321965796,-79.38625159146146,Aquarium
1140,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Mos Mos,43.64163954520267,-79.3775517786762,Coffee Shop
1141,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
1142,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,PawsWay,43.63859915782706,-79.38499178154079,Event Space
1143,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Corks Beer & Wine Bar,43.64249338656422,-79.38154042927468,Bar
1144,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Steam Whistle Brewing,43.641751628677554,-79.38708862583252,Brewery
1145,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Ray Bay,43.642323,-79.38593,Aquarium
1146,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Steam Whistle's Biergarten,43.64066595472727,-79.38585895302366,Restaurant
1147,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Lavazza Espression,43.63953746292591,-79.38176322686563,Coffee Shop
1148,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Sky Pod,43.64256148814412,-79.38703777833165,Scenic Lookout
1149,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Joe Bird,43.6382035241723,-79.38035466343936,Fried Chicken Joint
1150,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Rogers Centre,43.64175329733295,-79.38714957057036,Baseball Stadium
1151,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
1152,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
1153,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,CN Tower,43.642535570189125,-79.38718187733883,Monument / Landmark
1154,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Dangerous Lagoon,43.64233,-79.385925,Aquarium
1155,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,The Rec Room,43.641109851662456,-79.38676279808568,Bar
1156,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Toronto Railway Heritage Centre,43.64130010529897,-79.38588431405732,History Museum
1157,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
1158,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Labatt Breweries of Canada,43.63828189167837,-79.38037771487727,Brewery
1159,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Amsterdam Brewhouse,43.63812210550607,-79.38480300808894,Brewery
1160,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Pie Bar,43.63817355603517,-79.38054644461133,Pizza Place
1161,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Subway,43.6397080530486,-79.38344130418051,Sandwich Place
1162,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Kupfert & Kim,43.64117858582677,-79.37814448224783,Vegetarian / Vegan Restaurant
1163,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Starbucks,43.64309,-79.383071,Coffee Shop
1164,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Union Chicken,43.64491185903613,-79.38232534702786,Fried Chicken Joint
1165,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Harbour 60 Toronto,43.64222021431867,-79.37794459004243,Steakhouse
1166,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Gonoe Sushi Japanese Restaurant,43.63901430970685,-79.38591360078077,Sushi Restaurant
1167,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Panago,43.64251764051932,-79.38359138522554,Pizza Place
1168,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,360 Restaurant,43.642537317144566,-79.38704201569328,Wine Bar
1169,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Amano Pasta,43.64491852117436,-79.38235777637108,Italian Restaurant
1170,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Rainbow Reef,43.64226,-79.385994,Aquarium
1171,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
1172,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,McCafé,43.644490691919735,-79.38110912246584,Café
1173,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Tim Hortons,43.6387246,-79.3863403,Coffee Shop
1174,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Glass Floor,43.642643117348996,-79.38694780301735,Scenic Lookout
1175,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Starbucks,43.644580752794965,-79.38167197782931,Coffee Shop
1176,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Aroma Espresso Bar,43.64074017304165,-79.37847790115718,Coffee Shop
1177,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Radisson Admiral Hotel Toronto-Harbourfront,43.6388472,-79.3855839,Hotel
1178,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Starbucks,43.64265659071355,-79.3833577475679,Coffee Shop
1179,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Toronto Railway Museum,43.64074506722835,-79.38598104134535,History Museum
1180,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Kellys Landing,43.645081624120245,-79.38304962483915,Restaurant
1181,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Harbourfront Wavedecks,43.6389104293985,-79.38485064893273,Scenic Lookout
1182,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,World Café at Harbourfront Centre,43.63834730048568,-79.383045755058,Café
1183,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Buster's Sea Cove,43.642636994917666,-79.38337001427526,Seafood Restaurant
1184,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,The Chartroom Bar & Lounge,43.640485908474695,-79.37604353917551,Hotel Bar
1185,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Dollarama,43.641765,-79.379589,Discount Store
1186,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,The Danish Pastry House,43.64526188121351,-79.38084966956498,Bakery
1187,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Enwave Theatre,43.63863608843057,-79.38229942602973,Theater
1188,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Sushi Shop,43.643485,-79.38096,Restaurant
1189,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Canadian Waters,43.64210325443365,-79.3862534013201,Aquarium
1190,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Starbucks,43.64510181136508,-79.38360972232998,Coffee Shop
1191,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Piazza Manna,43.641460067165184,-79.37771914472566,Italian Restaurant
1192,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Tim Hortons,43.63882773618699,-79.38037276268005,Coffee Shop
1193,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Redpath Stage,43.63876358449261,-79.38331731184844,Music Venue
1194,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Toronto Blue Jays Box Office,43.64241616569043,-79.38586232130253,Baseball Stadium
1195,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Popeyes Louisiana Kitchen,43.639864,-79.381136,Fried Chicken Joint
1196,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Indian Roti House,43.63906038875002,-79.38542224544638,Indian Restaurant
1197,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Iron Rose Tea Gallery,43.6400591104487,-79.38315167425998,Tea Room
1198,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Starbucks,43.640257,-79.381731,Coffee Shop
1199,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Jays Shop Stadium Edition,43.64172087102789,-79.38712659895614,Sporting Goods Shop
1200,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,WestJet Stage,43.63802210524934,-79.38353594515505,Music Venue
1201,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Lucky Clover Sports Pub,43.641136939105614,-79.38335124348639,Sports Bar
1202,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Winners,43.64206291678669,-79.37900143460836,Department Store
1203,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,SportChek,43.642814842317044,-79.38040776035005,Sporting Goods Shop
1204,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Aria Ristorante,43.64329880302282,-79.38103414760897,Italian Restaurant
1205,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,GoodLife Fitness Toronto Union Station,43.644336,-79.383625,Gym
1206,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Thai Express,43.64309,-79.383071,Restaurant
1207,Harbourfront East / Union Station / Toronto Islands,43.6408157,-79.38175229999999,Maple Leaf Cinema,43.64222083877541,-79.38764371750614,Indie Movie Theater
1208,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
1209,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Canoe,43.647452066183476,-79.38132001815676,Restaurant
1210,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
1211,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
1212,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
1213,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,DAVIDsTEA,43.64650585612388,-79.38014477491379,Tea Room
1214,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
1215,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Maman,43.64830873804684,-79.38225333898805,Café
1216,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
1217,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
1218,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
1219,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
1220,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
1221,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
1222,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Ki Modern Japanese + Bar,43.647167,-79.379608,Japanese Restaurant
1223,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
1224,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
1225,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
1226,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
1227,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
1228,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
1229,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
1230,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
1231,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Marché Mövenpick,43.6472616,-79.3785998,Restaurant
1232,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Starbucks,43.647261,-79.378599,Coffee Shop
1233,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
1234,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
1235,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
1236,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
1237,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,The Keg Steakhouse + Bar - York Street,43.64998659318569,-79.38410336664538,Restaurant
1238,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
1239,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
1240,Toronto Dominion Centre / Design Exchange,43.6471768,-79.38157640000001,Café Plenty,43.6491179354577,-79.37831288380438,Café
